Eqp_Key,Call_Key,Operating_Time,Networking_Time,First_Move_Eqp_Dt_Year,First_Move_Eqp_Dt_YearMonth,First_Move_Eqp_Dt_YearMonthDay,Last_Move_Eqp_Dt_Year,Last_Move_Eqp_Dt_YearMonth,Last_Move_Eqp_Dt_YearMonthDay,Last_Move_Eqp_Dt_WeekThursday,Eqp_Call_Key,Eqp_ID,Eqp_Type_Custom
4116,149320,10.16,8.5,2023,2023-10,10/15/2023 00:00:00,2023,2023-10,10/16/2023 00:00:00,2023 - Week 42,4116_149320,P1,STS
4116,149348,10.05,10.05,2018,2018-09,09/17/2018 00:00:00,2018,2018-09,09/17/2018 00:00:00,2018 - Week 38,4116_149348,P1,STS
4116,149349,37.76,36.51,2022,2022-11,11/30/2022 00:00:00,2022,2022-12,12/01/2022 00:00:00,2022 - Week 49,4116_149349,P1,STS
4116,149394,20.9,18.67,2023,2023-08,08/11/2023 00:00:00,2023,2023-08,08/12/2023 00:00:00,2023 - Week 33,4116_149394,P1,STS
4116,149406,36.31,36.16,2021,2021-10,10/06/2021 00:00:00,2021,2021-10,10/08/2021 00:00:00,2021 - Week 41,4116_149406,P1,STS
4116,149448,9.63,9.5,2021,2021-12,12/02/2021 00:00:00,2021,2021-12,12/03/2021 00:00:00,2021 - Week 49,4116_149448,P1,STS
4116,149463,18.73,18.18,2023,2023-06,06/09/2023 00:00:00,2023,2023-06,06/10/2023 00:00:00,2023 - Week 24,4116_149463,P1,STS
4116,149502,20.5,20.45,2018,2018-06,06/12/2018 00:00:00,2018,2018-06,06/13/2018 00:00:00,2018 - Week 24,4116_149502,P1,STS
4116,149507,24.86,21.36,2022,2022-09,09/26/2022 00:00:00,2022,2022-09,09/27/2022 00:00:00,2022 - Week 39,4116_149507,P1,STS
4116,149512,2.85,2.64,2023,2023-02,02/02/2023 00:00:00,2023,2023-02,02/02/2023 00:00:00,2023 - Week 06,4116_149512,P1,STS
4116,149513,12.41,11.81,2023,2023-02,02/14/2023 00:00:00,2023,2023-02,02/14/2023 00:00:00,2023 - Week 07,4116_149513,P1,STS
4116,149537,24.66,24.18,2022,2022-01,01/11/2022 00:00:00,2022,2022-01,01/12/2022 00:00:00,2022 - Week 02,4116_149537,P1,STS
4116,149548,18.31,18.2,2023,2023-07,07/26/2023 00:00:00,2023,2023-07,07/27/2023 00:00:00,2023 - Week 31,4116_149548,P1,STS
4116,149552,22.95,21.58,2021,2021-05,05/29/2021 00:00:00,2021,2021-05,05/30/2021 00:00:00,2021 - Week 22,4116_149552,P1,STS
4116,149569,21.81,21.81,2021,2021-12,12/01/2021 00:00:00,2021,2021-12,12/02/2021 00:00:00,2021 - Week 49,4116_149569,P1,STS
4116,149674,5.6,3.77,2021,2021-12,12/16/2021 00:00:00,2021,2021-12,12/16/2021 00:00:00,2021 - Week 51,4116_149674,P1,STS
4116,149679,8.25,8.25,2018,2018-12,12/20/2018 00:00:00,2018,2018-12,12/20/2018 00:00:00,2018 - Week 52,4116_149679,P1,STS
4116,149691,36.66,36.31,2022,2022-02,02/25/2022 00:00:00,2022,2022-02,02/26/2022 00:00:00,2022 - Week 09,4116_149691,P1,STS
4116,149727,6.78,6.17,2018,2018-08,08/13/2018 00:00:00,2018,2018-08,08/14/2018 00:00:00,2018 - Week 33,4116_149727,P1,STS
4116,149745,20.21,18.04,2022,2022-01,01/03/2022 00:00:00,2022,2022-01,01/03/2022 00:00:00,2022 - Week 01,4116_149745,P1,STS
4116,149758,29.06,21.24,2019,2019-06,06/03/2019 00:00:00,2019,2019-06,06/04/2019 00:00:00,2019 - Week 23,4116_149758,P1,STS
4116,149782,23.68,22.75,2020,2020-12,12/08/2020 00:00:00,2020,2020-12,12/09/2020 00:00:00,2020 - Week 50,4116_149782,P1,STS
4116,149791,1.78,1.78,2022,2022-12,12/07/2022 00:00:00,2022,2022-12,12/07/2022 00:00:00,2022 - Week 49,4116_149791,P1,STS
4116,149820,55.06,51.66,2021,2021-09,09/15/2021 00:00:00,2021,2021-09,09/17/2021 00:00:00,2021 - Week 38,4116_149820,P1,STS
4116,149822,52.25,47.83,2018,2018-03,03/02/2018 00:00:00,2018,2018-03,03/04/2018 00:00:00,2018 - Week 10,4116_149822,P1,STS
4116,149829,7.88,7.88,2019,2019-12,12/13/2019 00:00:00,2019,2019-12,12/13/2019 00:00:00,2019 - Week 51,4116_149829,P1,STS
4116,149877,9.65,7.1,2023,2023-08,08/27/2023 00:00:00,2023,2023-08,08/27/2023 00:00:00,2023 - Week 35,4116_149877,P1,STS
4116,149953,35.56,31.35,2022,2022-06,06/13/2022 00:00:00,2022,2022-06,06/14/2022 00:00:00,2022 - Week 24,4116_149953,P1,STS
4116,149965,8.33,6.53,2018,2018-09,09/12/2018 00:00:00,2018,2018-09,09/13/2018 00:00:00,2018 - Week 38,4116_149965,P1,STS
4116,149985,9.03,8.18,2018,2018-08,08/29/2018 00:00:00,2018,2018-08,08/30/2018 00:00:00,2018 - Week 36,4116_149985,P1,STS
4116,150040,26.4,24.93,2021,2021-10,10/10/2021 00:00:00,2021,2021-10,10/11/2021 00:00:00,2021 - Week 41,4116_150040,P1,STS
4116,150054,8.01,7.62,2022,2022-01,01/05/2022 00:00:00,2022,2022-01,01/06/2022 00:00:00,2022 - Week 02,4116_150054,P1,STS
4116,150056,12.95,12.34,2018,2018-11,11/01/2018 00:00:00,2018,2018-11,11/02/2018 00:00:00,2018 - Week 45,4116_150056,P1,STS
4116,150057,3.03,3.03,2022,2022-06,06/16/2022 00:00:00,2022,2022-06,06/16/2022 00:00:00,2022 - Week 25,4116_150057,P1,STS
4116,150068,9.88,9.88,2020,2020-01,01/25/2020 00:00:00,2020,2020-01,01/26/2020 00:00:00,2020 - Week 05,4116_150068,P1,STS
4116,150102,24.96,23.16,2018,2018-11,11/11/2018 00:00:00,2018,2018-11,11/12/2018 00:00:00,2018 - Week 46,4116_150102,P1,STS
4116,150120,34.95,33.21,2021,2021-07,07/24/2021 00:00:00,2021,2021-07,07/25/2021 00:00:00,2021 - Week 30,4116_150120,P1,STS
4116,150148,34.65,32.56,2019,2019-09,09/03/2019 00:00:00,2019,2019-09,09/05/2019 00:00:00,2019 - Week 37,4116_150148,P1,STS
4116,150180,13.68,13.23,2020,2020-08,08/24/2020 00:00:00,2020,2020-08,08/24/2020 00:00:00,2020 - Week 35,4116_150180,P1,STS
4116,150187,28.53,27.51,2019,2019-10,10/24/2019 00:00:00,2019,2019-10,10/25/2019 00:00:00,2019 - Week 44,4116_150187,P1,STS
4116,150189,12.56,11.01,2020,2020-12,12/16/2020 00:00:00,2020,2020-12,12/17/2020 00:00:00,2020 - Week 52,4116_150189,P1,STS
4116,150197,29.26,29.26,2023,2023-01,01/02/2023 00:00:00,2023,2023-01,01/03/2023 00:00:00,2023 - Week 01,4116_150197,P1,STS
4116,150201,56.35,52.07,2019,2019-09,09/10/2019 00:00:00,2019,2019-09,09/12/2019 00:00:00,2019 - Week 38,4116_150201,P1,STS
4116,150268,15.93,14.78,2022,2022-07,07/07/2022 00:00:00,2022,2022-07,07/08/2022 00:00:00,2022 - Week 28,4116_150268,P1,STS
4116,150273,30.51,29.2,2021,2021-07,07/17/2021 00:00:00,2021,2021-07,07/18/2021 00:00:00,2021 - Week 29,4116_150273,P1,STS
4116,150299,51.0,49.39,2018,2018-03,03/20/2018 00:00:00,2018,2018-03,03/22/2018 00:00:00,2018 - Week 13,4116_150299,P1,STS
4116,150323,28.3,27.84,2021,2021-08,08/17/2021 00:00:00,2021,2021-08,08/18/2021 00:00:00,2021 - Week 33,4116_150323,P1,STS
4116,150327,9.41,8.45,2020,2020-09,09/28/2020 00:00:00,2020,2020-09,09/28/2020 00:00:00,2020 - Week 40,4116_150327,P1,STS
4116,150347,28.66,28.66,2018,2018-03,03/27/2018 00:00:00,2018,2018-03,03/28/2018 00:00:00,2018 - Week 13,4116_150347,P1,STS
4116,150373,25.75,22.16,2021,2021-12,12/21/2021 00:00:00,2021,2021-12,12/22/2021 00:00:00,2021 - Week 51,4116_150373,P1,STS
4116,150420,31.9,30.85,2022,2022-01,01/17/2022 00:00:00,2022,2022-01,01/19/2022 00:00:00,2022 - Week 03,4116_150420,P1,STS
4116,150541,8.71,8.71,2021,2021-07,07/28/2021 00:00:00,2021,2021-07,07/28/2021 00:00:00,2021 - Week 30,4116_150541,P1,STS
4116,150558,24.91,24.59,2021,2021-05,05/02/2021 00:00:00,2021,2021-05,05/03/2021 00:00:00,2021 - Week 18,4116_150558,P1,STS
4116,150598,26.36,24.29,2021,2021-09,09/25/2021 00:00:00,2021,2021-09,09/26/2021 00:00:00,2021 - Week 39,4116_150598,P1,STS
4116,150644,25.33,25.0,2023,2023-01,01/18/2023 00:00:00,2023,2023-01,01/19/2023 00:00:00,2023 - Week 04,4116_150644,P1,STS
4116,150657,13.66,13.66,2021,2021-02,02/22/2021 00:00:00,2021,2021-02,02/22/2021 00:00:00,2021 - Week 08,4116_150657,P1,STS
4116,150677,35.13,33.71,2020,2020-06,06/28/2020 00:00:00,2020,2020-06,06/29/2020 00:00:00,2020 - Week 27,4116_150677,P1,STS
4116,150689,14.95,14.21,2020,2020-10,10/24/2020 00:00:00,2020,2020-10,10/25/2020 00:00:00,2020 - Week 44,4116_150689,P1,STS
4116,150718,20.65,20.65,2021,2021-08,08/28/2021 00:00:00,2021,2021-08,08/29/2021 00:00:00,2021 - Week 35,4116_150718,P1,STS
4116,150754,14.86,14.86,2020,2020-05,05/12/2020 00:00:00,2020,2020-05,05/13/2020 00:00:00,2020 - Week 20,4116_150754,P1,STS
4116,150768,48.61,15.42,2019,2019-04,04/30/2019 00:00:00,2019,2019-05,05/02/2019 00:00:00,2019 - Week 19,4116_150768,P1,STS
4116,150841,6.91,6.4,2021,2021-01,01/14/2021 00:00:00,2021,2021-01,01/15/2021 00:00:00,2021 - Week 03,4116_150841,P1,STS
4116,150907,9.75,9.75,2018,2018-10,10/05/2018 00:00:00,2018,2018-10,10/06/2018 00:00:00,2018 - Week 41,4116_150907,P1,STS
4116,150908,4.85,4.69,2019,2019-12,12/02/2019 00:00:00,2019,2019-12,12/02/2019 00:00:00,2019 - Week 49,4116_150908,P1,STS
4116,150917,37.38,35.75,2021,2021-02,02/28/2021 00:00:00,2021,2021-03,03/01/2021 00:00:00,2021 - Week 09,4116_150917,P1,STS
4116,151028,22.28,22.28,2022,2022-03,03/17/2022 00:00:00,2022,2022-03,03/18/2022 00:00:00,2022 - Week 12,4116_151028,P1,STS
4116,151054,3.63,3.6,2020,2020-03,03/03/2020 00:00:00,2020,2020-03,03/03/2020 00:00:00,2020 - Week 10,4116_151054,P1,STS
4116,151108,14.03,12.54,2021,2021-08,08/28/2021 00:00:00,2021,2021-08,08/28/2021 00:00:00,2021 - Week 35,4116_151108,P1,STS
4116,151111,11.25,11.25,2020,2020-02,02/23/2020 00:00:00,2020,2020-02,02/23/2020 00:00:00,2020 - Week 09,4116_151111,P1,STS
4116,151113,32.66,29.92,2023,2023-07,07/03/2023 00:00:00,2023,2023-07,07/04/2023 00:00:00,2023 - Week 27,4116_151113,P1,STS
4116,151177,14.25,11.94,2023,2023-09,09/11/2023 00:00:00,2023,2023-09,09/12/2023 00:00:00,2023 - Week 37,4116_151177,P1,STS
4116,151202,33.65,30.8,2019,2019-08,08/28/2019 00:00:00,2019,2019-08,08/29/2019 00:00:00,2019 - Week 36,4116_151202,P1,STS
4116,151222,7.96,7.96,2021,2021-11,11/24/2021 00:00:00,2021,2021-11,11/25/2021 00:00:00,2021 - Week 48,4116_151222,P1,STS
4116,151260,22.4,22.32,2020,2020-04,04/17/2020 00:00:00,2020,2020-04,04/18/2020 00:00:00,2020 - Week 17,4116_151260,P1,STS
4116,151303,35.73,33.9,2021,2021-05,05/22/2021 00:00:00,2021,2021-05,05/24/2021 00:00:00,2021 - Week 21,4116_151303,P1,STS
4116,151310,9.18,9.15,2022,2022-01,01/13/2022 00:00:00,2022,2022-01,01/13/2022 00:00:00,2022 - Week 03,4116_151310,P1,STS
4116,151349,35.46,35.08,2018,2018-03,03/05/2018 00:00:00,2018,2018-03,03/06/2018 00:00:00,2018 - Week 10,4116_151349,P1,STS
4116,151354,15.55,15.25,2019,2019-02,02/21/2019 00:00:00,2019,2019-02,02/22/2019 00:00:00,2019 - Week 09,4116_151354,P1,STS
4116,151355,27.33,27.33,2022,2022-10,10/15/2022 00:00:00,2022,2022-10,10/16/2022 00:00:00,2022 - Week 42,4116_151355,P1,STS
4116,151359,17.13,11.68,2021,2021-07,07/16/2021 00:00:00,2021,2021-07,07/17/2021 00:00:00,2021 - Week 29,4116_151359,P1,STS
4116,151429,12.3,12.3,2019,2019-08,08/09/2019 00:00:00,2019,2019-08,08/09/2019 00:00:00,2019 - Week 33,4116_151429,P1,STS
4116,151514,24.4,24.01,2020,2020-10,10/07/2020 00:00:00,2020,2020-10,10/08/2020 00:00:00,2020 - Week 42,4116_151514,P1,STS
4116,151582,37.03,29.98,2022,2022-06,06/03/2022 00:00:00,2022,2022-06,06/04/2022 00:00:00,2022 - Week 23,4116_151582,P1,STS
4116,151656,3.4,3.4,2021,2021-11,11/21/2021 00:00:00,2021,2021-11,11/21/2021 00:00:00,2021 - Week 47,4116_151656,P1,STS
4116,151735,11.93,11.93,2018,2018-11,11/03/2018 00:00:00,2018,2018-11,11/04/2018 00:00:00,2018 - Week 45,4116_151735,P1,STS
4116,151825,14.38,13.55,2019,2019-08,08/03/2019 00:00:00,2019,2019-08,08/04/2019 00:00:00,2019 - Week 32,4116_151825,P1,STS
4116,151826,29.45,25.18,2018,2018-08,08/04/2018 00:00:00,2018,2018-08,08/05/2018 00:00:00,2018 - Week 32,4116_151826,P1,STS
4116,151847,11.43,11.11,2020,2020-08,08/23/2020 00:00:00,2020,2020-08,08/23/2020 00:00:00,2020 - Week 35,4116_151847,P1,STS
4116,151890,11.91,11.71,2019,2019-10,10/31/2019 00:00:00,2019,2019-10,10/31/2019 00:00:00,2019 - Week 45,4116_151890,P1,STS
4116,151892,4.3,4.15,2022,2022-05,05/02/2022 00:00:00,2022,2022-05,05/02/2022 00:00:00,2022 - Week 18,4116_151892,P1,STS
4116,151915,19.26,17.52,2021,2021-03,03/20/2021 00:00:00,2021,2021-03,03/21/2021 00:00:00,2021 - Week 12,4116_151915,P1,STS
4116,151968,10.55,9.93,2023,2023-10,10/28/2023 00:00:00,2023,2023-10,10/29/2023 00:00:00,2023 - Week 44,4116_151968,P1,STS
4116,152009,8.63,8.63,2020,2020-04,04/24/2020 00:00:00,2020,2020-04,04/24/2020 00:00:00,2020 - Week 18,4116_152009,P1,STS
4116,152014,30.61,29.54,2022,2022-07,07/23/2022 00:00:00,2022,2022-07,07/24/2022 00:00:00,2022 - Week 30,4116_152014,P1,STS
4116,152071,30.86,30.7,2022,2022-07,07/03/2022 00:00:00,2022,2022-07,07/04/2022 00:00:00,2022 - Week 27,4116_152071,P1,STS
4116,152092,9.25,9.12,2018,2018-11,11/29/2018 00:00:00,2018,2018-11,11/30/2018 00:00:00,2018 - Week 49,4116_152092,P1,STS
4116,152093,32.25,20.51,2018,2018-05,05/04/2018 00:00:00,2018,2018-05,05/06/2018 00:00:00,2018 - Week 19,4116_152093,P1,STS
4116,152109,21.15,20.19,2023,2023-04,04/09/2023 00:00:00,2023,2023-04,04/10/2023 00:00:00,2023 - Week 15,4116_152109,P1,STS
4116,152117,6.81,6.81,2021,2021-11,11/17/2021 00:00:00,2021,2021-11,11/18/2021 00:00:00,2021 - Week 47,4116_152117,P1,STS
4116,152209,31.41,31.16,2021,2021-03,03/05/2021 00:00:00,2021,2021-03,03/06/2021 00:00:00,2021 - Week 10,4116_152209,P1,STS
4116,152219,13.78,13.19,2021,2021-09,09/20/2021 00:00:00,2021,2021-09,09/20/2021 00:00:00,2021 - Week 38,4116_152219,P1,STS
4116,152227,13.51,10.98,2019,2019-06,06/25/2019 00:00:00,2019,2019-06,06/25/2019 00:00:00,2019 - Week 26,4116_152227,P1,STS
4116,152242,59.63,35.42,2021,2021-12,12/24/2021 00:00:00,2021,2021-12,12/26/2021 00:00:00,2021 - Week 52,4116_152242,P1,STS
4116,152260,4.23,4.23,2018,2018-08,08/31/2018 00:00:00,2018,2018-08,08/31/2018 00:00:00,2018 - Week 36,4116_152260,P1,STS
4116,152290,1.45,1.45,2020,2020-04,04/06/2020 00:00:00,2020,2020-04,04/06/2020 00:00:00,2020 - Week 15,4116_152290,P1,STS
4116,152295,14.08,14.08,2018,2018-09,09/08/2018 00:00:00,2018,2018-09,09/09/2018 00:00:00,2018 - Week 37,4116_152295,P1,STS
4116,152325,17.71,17.35,2021,2021-06,06/01/2021 00:00:00,2021,2021-06,06/02/2021 00:00:00,2021 - Week 22,4116_152325,P1,STS
4116,152399,17.68,15.03,2023,2023-04,04/05/2023 00:00:00,2023,2023-04,04/06/2023 00:00:00,2023 - Week 15,4116_152399,P1,STS
4116,152436,22.98,22.38,2023,2023-10,10/09/2023 00:00:00,2023,2023-10,10/10/2023 00:00:00,2023 - Week 41,4116_152436,P1,STS
4116,152568,4.91,4.43,2018,2018-11,11/04/2018 00:00:00,2018,2018-11,11/04/2018 00:00:00,2018 - Week 45,4116_152568,P1,STS
4116,152603,19.71,19.71,2018,2018-12,12/15/2018 00:00:00,2018,2018-12,12/16/2018 00:00:00,2018 - Week 51,4116_152603,P1,STS
4116,152644,29.95,29.95,2018,2018-10,10/26/2018 00:00:00,2018,2018-10,10/27/2018 00:00:00,2018 - Week 44,4116_152644,P1,STS
4116,152645,0.95,0.95,2021,2021-09,09/06/2021 00:00:00,2021,2021-09,09/06/2021 00:00:00,2021 - Week 36,4116_152645,P1,STS
4116,152658,11.15,11.15,2021,2021-05,05/31/2021 00:00:00,2021,2021-06,06/01/2021 00:00:00,2021 - Week 22,4116_152658,P1,STS
4116,152676,4.56,4.56,2022,2022-10,10/05/2022 00:00:00,2022,2022-10,10/05/2022 00:00:00,2022 - Week 40,4116_152676,P1,STS
4116,152698,11.51,11.5,2020,2020-05,05/25/2020 00:00:00,2020,2020-05,05/25/2020 00:00:00,2020 - Week 22,4116_152698,P1,STS
4116,152730,26.86,24.74,2020,2020-02,02/26/2020 00:00:00,2020,2020-02,02/27/2020 00:00:00,2020 - Week 10,4116_152730,P1,STS
4116,152756,42.2,40.54,2021,2021-04,04/17/2021 00:00:00,2021,2021-04,04/19/2021 00:00:00,2021 - Week 16,4116_152756,P1,STS
4116,152835,17.35,17.22,2022,2022-04,04/16/2022 00:00:00,2022,2022-04,04/17/2022 00:00:00,2022 - Week 16,4116_152835,P1,STS
4116,152841,37.4,36.28,2021,2021-12,12/05/2021 00:00:00,2021,2021-12,12/07/2021 00:00:00,2021 - Week 49,4116_152841,P1,STS
4116,152905,6.95,6.47,2019,2019-03,03/22/2019 00:00:00,2019,2019-03,03/23/2019 00:00:00,2019 - Week 13,4116_152905,P1,STS
4116,152932,28.18,26.18,2022,2022-11,11/21/2022 00:00:00,2022,2022-11,11/23/2022 00:00:00,2022 - Week 47,4116_152932,P1,STS
4116,152938,4.51,3.57,2021,2021-10,10/24/2021 00:00:00,2021,2021-10,10/24/2021 00:00:00,2021 - Week 43,4116_152938,P1,STS
4116,152956,44.23,39.78,2021,2021-09,09/21/2021 00:00:00,2021,2021-09,09/23/2021 00:00:00,2021 - Week 39,4116_152956,P1,STS
4116,152990,6.06,5.32,2019,2019-07,07/29/2019 00:00:00,2019,2019-07,07/30/2019 00:00:00,2019 - Week 31,4116_152990,P1,STS
4116,153057,26.65,24.83,2022,2022-08,08/22/2022 00:00:00,2022,2022-08,08/23/2022 00:00:00,2022 - Week 34,4116_153057,P1,STS
4116,153104,5.33,5.33,2019,2019-09,09/02/2019 00:00:00,2019,2019-09,09/02/2019 00:00:00,2019 - Week 36,4116_153104,P1,STS
4116,153118,24.01,22.15,2023,2023-03,03/31/2023 00:00:00,2023,2023-04,04/01/2023 00:00:00,2023 - Week 14,4116_153118,P1,STS
4116,153146,13.28,12.9,2020,2020-05,05/27/2020 00:00:00,2020,2020-05,05/27/2020 00:00:00,2020 - Week 22,4116_153146,P1,STS
4116,153157,20.98,19.96,2023,2023-07,07/05/2023 00:00:00,2023,2023-07,07/06/2023 00:00:00,2023 - Week 28,4116_153157,P1,STS
4116,153212,32.08,32.08,2022,2022-12,12/02/2022 00:00:00,2022,2022-12,12/03/2022 00:00:00,2022 - Week 49,4116_153212,P1,STS
4116,153267,17.91,17.23,2020,2020-10,10/13/2020 00:00:00,2020,2020-10,10/14/2020 00:00:00,2020 - Week 42,4116_153267,P1,STS
4116,153272,39.05,36.53,2021,2021-06,06/04/2021 00:00:00,2021,2021-06,06/06/2021 00:00:00,2021 - Week 23,4116_153272,P1,STS
4116,153337,9.8,8.02,2020,2020-06,06/11/2020 00:00:00,2020,2020-06,06/11/2020 00:00:00,2020 - Week 25,4116_153337,P1,STS
4116,153363,30.25,29.59,2022,2022-08,08/04/2022 00:00:00,2022,2022-08,08/05/2022 00:00:00,2022 - Week 32,4116_153363,P1,STS
4116,153376,28.63,28.42,2021,2021-07,07/19/2021 00:00:00,2021,2021-07,07/20/2021 00:00:00,2021 - Week 29,4116_153376,P1,STS
4116,153424,7.61,7.61,2021,2021-02,02/07/2021 00:00:00,2021,2021-02,02/07/2021 00:00:00,2021 - Week 06,4116_153424,P1,STS
4116,153427,20.35,18.52,2023,2023-04,04/03/2023 00:00:00,2023,2023-04,04/04/2023 00:00:00,2023 - Week 14,4116_153427,P1,STS
4116,153471,37.76,37.28,2021,2021-08,08/11/2021 00:00:00,2021,2021-08,08/12/2021 00:00:00,2021 - Week 33,4116_153471,P1,STS
4116,153478,20.11,19.31,2022,2022-06,06/25/2022 00:00:00,2022,2022-06,06/26/2022 00:00:00,2022 - Week 26,4116_153478,P1,STS
4116,153479,26.11,25.1,2023,2023-08,08/21/2023 00:00:00,2023,2023-08,08/22/2023 00:00:00,2023 - Week 34,4116_153479,P1,STS
4116,153491,41.06,39.48,2023,2023-10,10/13/2023 00:00:00,2023,2023-10,10/15/2023 00:00:00,2023 - Week 42,4116_153491,P1,STS
4116,153523,33.65,31.48,2020,2020-07,07/18/2020 00:00:00,2020,2020-07,07/19/2020 00:00:00,2020 - Week 30,4116_153523,P1,STS
4116,153601,35.66,34.1,2018,2018-06,06/16/2018 00:00:00,2018,2018-06,06/18/2018 00:00:00,2018 - Week 25,4116_153601,P1,STS
4116,153602,49.95,49.43,2021,2021-10,10/26/2021 00:00:00,2021,2021-10,10/28/2021 00:00:00,2021 - Week 44,4116_153602,P1,STS
4116,153623,9.93,8.99,2022,2022-07,07/29/2022 00:00:00,2022,2022-07,07/29/2022 00:00:00,2022 - Week 31,4116_153623,P1,STS
4116,153637,13.9,13.7,2019,2019-07,07/22/2019 00:00:00,2019,2019-07,07/22/2019 00:00:00,2019 - Week 30,4116_153637,P1,STS
4116,153638,16.11,15.55,2019,2019-05,05/29/2019 00:00:00,2019,2019-05,05/30/2019 00:00:00,2019 - Week 23,4116_153638,P1,STS
4116,153648,15.9,14.96,2020,2020-01,01/08/2020 00:00:00,2020,2020-01,01/08/2020 00:00:00,2020 - Week 02,4116_153648,P1,STS
4116,153692,17.25,17.09,2023,2023-11,11/10/2023 00:00:00,2023,2023-11,11/11/2023 00:00:00,2023 - Week 46,4116_153692,P1,STS
4116,153693,6.7,6.7,2023,2023-05,05/31/2023 00:00:00,2023,2023-05,05/31/2023 00:00:00,2023 - Week 22,4116_153693,P1,STS
4116,153736,31.43,29.51,2022,2022-07,07/27/2022 00:00:00,2022,2022-07,07/28/2022 00:00:00,2022 - Week 31,4116_153736,P1,STS
4116,153755,12.21,12.21,2018,2018-08,08/05/2018 00:00:00,2018,2018-08,08/06/2018 00:00:00,2018 - Week 32,4116_153755,P1,STS
4116,153756,4.48,4.48,2019,2019-03,03/28/2019 00:00:00,2019,2019-03,03/28/2019 00:00:00,2019 - Week 14,4116_153756,P1,STS
4116,153786,9.85,9.33,2019,2019-03,03/10/2019 00:00:00,2019,2019-03,03/10/2019 00:00:00,2019 - Week 11,4116_153786,P1,STS
4116,153865,1.45,1.45,2019,2019-12,12/08/2019 00:00:00,2019,2019-12,12/09/2019 00:00:00,2019 - Week 50,4116_153865,P1,STS
4116,153879,9.78,9.52,2020,2020-02,02/21/2020 00:00:00,2020,2020-02,02/21/2020 00:00:00,2020 - Week 09,4116_153879,P1,STS
4116,153916,6.1,6.1,2019,2019-11,11/06/2019 00:00:00,2019,2019-11,11/06/2019 00:00:00,2019 - Week 45,4116_153916,P1,STS
4116,153918,2.35,2.35,2022,2022-06,06/29/2022 00:00:00,2022,2022-06,06/29/2022 00:00:00,2022 - Week 26,4116_153918,P1,STS
4116,153937,21.23,20.57,2023,2023-02,02/05/2023 00:00:00,2023,2023-02,02/06/2023 00:00:00,2023 - Week 06,4116_153937,P1,STS
4116,153969,14.36,12.34,2018,2018-04,04/16/2018 00:00:00,2018,2018-04,04/16/2018 00:00:00,2018 - Week 16,4116_153969,P1,STS
4116,153973,4.01,3.94,2022,2022-02,02/27/2022 00:00:00,2022,2022-02,02/27/2022 00:00:00,2022 - Week 09,4116_153973,P1,STS
4116,154012,26.28,25.41,2023,2023-03,03/19/2023 00:00:00,2023,2023-03,03/20/2023 00:00:00,2023 - Week 12,4116_154012,P1,STS
4116,154060,17.06,17.06,2018,2018-07,07/26/2018 00:00:00,2018,2018-07,07/27/2018 00:00:00,2018 - Week 31,4116_154060,P1,STS
4116,154077,5.81,5.68,2021,2021-01,01/24/2021 00:00:00,2021,2021-01,01/24/2021 00:00:00,2021 - Week 04,4116_154077,P1,STS
4116,154078,31.88,31.17,2020,2020-08,08/13/2020 00:00:00,2020,2020-08,08/14/2020 00:00:00,2020 - Week 34,4116_154078,P1,STS
4116,154117,9.46,9.46,2018,2018-08,08/09/2018 00:00:00,2018,2018-08,08/09/2018 00:00:00,2018 - Week 33,4116_154117,P1,STS
4116,154128,24.13,23.54,2018,2018-08,08/31/2018 00:00:00,2018,2018-09,09/01/2018 00:00:00,2018 - Week 36,4116_154128,P1,STS
4116,154163,15.11,14.85,2018,2018-09,09/26/2018 00:00:00,2018,2018-09,09/27/2018 00:00:00,2018 - Week 40,4116_154163,P1,STS
4116,154170,3.46,3.46,2019,2019-10,10/07/2019 00:00:00,2019,2019-10,10/07/2019 00:00:00,2019 - Week 41,4116_154170,P1,STS
4116,154192,10.88,10.88,2019,2019-03,03/25/2019 00:00:00,2019,2019-03,03/26/2019 00:00:00,2019 - Week 13,4116_154192,P1,STS
4116,154193,23.55,22.37,2022,2022-05,05/11/2022 00:00:00,2022,2022-05,05/12/2022 00:00:00,2022 - Week 20,4116_154193,P1,STS
4116,154373,8.75,8.36,2021,2021-06,06/03/2021 00:00:00,2021,2021-06,06/04/2021 00:00:00,2021 - Week 23,4116_154373,P1,STS
4116,154405,11.28,10.08,2023,2023-06,06/17/2023 00:00:00,2023,2023-06,06/18/2023 00:00:00,2023 - Week 25,4116_154405,P1,STS
4116,154431,11.71,10.09,2018,2018-10,10/19/2018 00:00:00,2018,2018-10,10/19/2018 00:00:00,2018 - Week 43,4116_154431,P1,STS
4116,154461,29.31,28.6,2022,2022-09,09/14/2022 00:00:00,2022,2022-09,09/15/2022 00:00:00,2022 - Week 38,4116_154461,P1,STS
4116,154490,1.78,1.78,2022,2022-01,01/27/2022 00:00:00,2022,2022-01,01/27/2022 00:00:00,2022 - Week 05,4116_154490,P1,STS
4116,154549,5.58,5.48,2020,2020-05,05/12/2020 00:00:00,2020,2020-05,05/12/2020 00:00:00,2020 - Week 20,4116_154549,P1,STS
4116,154569,28.36,28.15,2022,2022-03,03/01/2022 00:00:00,2022,2022-03,03/02/2022 00:00:00,2022 - Week 09,4116_154569,P1,STS
